clave_medicamento,establecimiento_salud,unidad_almacen,corte,nombre_medicamento,unidad_medida,corte_anio,corte_mes,consumo_arv_mensual,numero_pacientes,mes
010.000.4269.01,Zacatecas,Capasits - Fresnillo,25/01/2024 00:00,Enfuvirtida 108 Mg,caja,2024,ene-25,0,0,enero
010.000.6074.00,Zacatecas,Capasits - Fresnillo,25/01/2024 00:00,Etravirina 200 Mg,tableta,2024,ene-25,1,1,enero
010.000.5282.01,Zacatecas,Capasits - Fresnillo,25/01/2024 00:00,Lamivudina 150 Mg,tableta,2024,ene-25,0,0,enero
010.000.4268.00,Zacatecas,Capasits - Fresnillo,25/01/2024 00:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,ene-25,0,0,enero
010.000.4271.00,Zacatecas,Capasits - Fresnillo,25/01/2024 00:00,Lamivudina Solucion,suspension,2024,ene-25,0,0,enero
010.000.4268.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,ene-25,14,14,enero
010.000.4271.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,Lamivudina Solucion,suspension,2024,ene-25,34,17,enero
010.000.5286.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,ene-25,0,0,enero
010.000.5288.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,ene-25,16,16,enero
010.000.5276.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,ene-25,0,0,enero
010.000.5324.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,Maraviroc 150 Mg,tableta,2024,ene-25,2,2,enero
010.000.5325.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,Maraviroc 300 Mg,tableta,2024,ene-25,0,0,enero
010.000.5259.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,Nevirapina Suspension,suspension,2024,ene-25,1,1,enero
010.000.5280.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,Raltegravir 400 Mg,comprimidos,2024,ene-25,3,3,enero
010.000.5281.01,Yucatan,Capasits - Mérida,25/01/2024 00:00,Ritonavir 100 Mg (Tabletas),tabletas,2024,ene-25,43,25,enero
010.000.4277.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,Tenofovir 300 Mg,capsulas,2024,ene-25,14,14,enero
010.000.5273.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,Zidovudina Solucion,suspension,2024,ene-25,5,5,enero
010.000.6121.00,Yucatan,Capasits - Mérida,25/01/2024 00:00,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,ene-25,1,1,enero
010.000.4371.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,0,0,enero
010.000.4272.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,Abacavir Solucion,ml,2024,ene-25,0,0,enero
010.000.4273.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,Abacavir Tableta,tableta,2024,ene-25,0,0,enero
010.000.6203.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,ene-25,171,171,enero
010.000.5862.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,Darunavir 150 Mg,comprimidos,2024,ene-25,0,0,enero
010.000.5860.01,Yucatan,Capasits - Ticul,25/01/2024 00:00,Darunavir 400 Mg,tableta,2024,ene-25,0,0,enero
010.000.4289.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,Darunavir 600 Mg,tableta,2024,ene-25,0,0,enero
010.000.4289.01,Yucatan,Capasits - Ticul,25/01/2024 00:00,Darunavir 600 Mg,tableta,2024,ene-25,0,0,enero
010.000.5861.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,Darunavir 75 Mg,comprimidos,2024,ene-25,0,0,enero
010.000.6098.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,ene-25,18,18,enero
010.000.6318.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,Dolutegravir 10 Mg,tableta,2024,ene-25,0,0,enero
010.000.6010.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,Dolutegravir 50 Mg,tableta,2024,ene-25,4,3,enero
010.000.6108.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,1,1,enero
010.000.7026.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,0,0,enero
010.000.7068.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,ene-25,0,0,enero
010.000.6320.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,Doravirina 100 Mg,tableta,2024,ene-25,0,0,enero
010.000.4370.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,Efavirenz 600 Mg,tableta,2024,ene-25,0,0,enero
010.000.5640.01,Yucatan,Capasits - Ticul,25/01/2024 00:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,ene-25,0,0,enero
010.000.6162.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,ene-25,0,0,enero
010.000.6163.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,ene-25,0,0,enero
010.000.4396.01,Yucatan,Capasits - Ticul,25/01/2024 00:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,ene-25,21,21,enero
010.000.4269.01,Yucatan,Capasits - Ticul,25/01/2024 00:00,Enfuvirtida 108 Mg,caja,2024,ene-25,0,0,enero
010.000.6074.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,Etravirina 200 Mg,tableta,2024,ene-25,0,0,enero
010.000.5282.01,Yucatan,Capasits - Ticul,25/01/2024 00:00,Lamivudina 150 Mg,tableta,2024,ene-25,0,0,enero
010.000.4268.00,Yucatan,Capasits - Ticul,25/01/2024 00:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,ene-25,0,0,enero
010.000.4396.01,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,ene-25,4,4,enero
010.000.4269.01,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Enfuvirtida 108 Mg,caja,2024,ene-25,0,0,enero
010.000.6074.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Etravirina 200 Mg,tableta,2024,ene-25,0,0,enero
010.000.5282.01,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Lamivudina 150 Mg,tableta,2024,ene-25,1,1,enero
010.000.4268.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,ene-25,0,0,enero
010.000.4271.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Lamivudina Solucion,suspension,2024,ene-25,0,0,enero
010.000.5286.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,ene-25,0,0,enero
010.000.5288.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,ene-25,0,0,enero
010.000.5276.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,ene-25,0,0,enero
010.000.5324.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Maraviroc 150 Mg,tableta,2024,ene-25,0,0,enero
010.000.5325.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Maraviroc 300 Mg,tableta,2024,ene-25,0,0,enero
010.000.5259.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Nevirapina Suspension,suspension,2024,ene-25,0,0,enero
010.000.5280.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Raltegravir 400 Mg,comprimidos,2024,ene-25,0,0,enero
010.000.5281.01,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Ritonavir 100 Mg (Tabletas),tabletas,2024,ene-25,0,0,enero
010.000.4277.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Tenofovir 300 Mg,capsulas,2024,ene-25,0,0,enero
010.000.5273.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Zidovudina Solucion,suspension,2024,ene-25,0,0,enero
010.000.6121.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,25/01/2024 00:00,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,ene-25,0,0,enero
010.000.4371.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,0,0,enero
010.000.4272.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Abacavir Solucion,ml,2024,ene-25,0,0,enero
010.000.4273.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Abacavir Tableta,tableta,2024,ene-25,0,0,enero
010.000.6203.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,ene-25,0,0,enero
010.000.5862.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Darunavir 150 Mg,comprimidos,2024,ene-25,0,0,enero
010.000.5860.01,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Darunavir 400 Mg,tableta,2024,ene-25,0,0,enero
010.000.4289.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Darunavir 600 Mg,tableta,2024,ene-25,0,0,enero
010.000.4289.01,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Darunavir 600 Mg,tableta,2024,ene-25,0,0,enero
010.000.5861.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Darunavir 75 Mg,comprimidos,2024,ene-25,0,0,enero
010.000.6098.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,ene-25,0,0,enero
010.000.6318.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Dolutegravir 10 Mg,tableta,2024,ene-25,0,0,enero
010.000.6010.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Dolutegravir 50 Mg,tableta,2024,ene-25,0,0,enero
010.000.6108.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,0,0,enero
010.000.7026.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,0,0,enero
010.000.7068.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,ene-25,0,0,enero
010.000.6320.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Doravirina 100 Mg,tableta,2024,ene-25,0,0,enero
010.000.4370.00,Yucatan,Almacén Estatal Yucatán,25/01/2024 00:00,Efavirenz 600 Mg,tableta,2024,ene-25,0,0,enero
010.000.5640.01,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,ene-25,3,3,enero
010.000.6162.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,ene-25,1,1,enero
010.000.6163.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,ene-25,0,0,enero
010.000.4396.01,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,ene-25,218,218,enero
010.000.4269.01,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Enfuvirtida 108 Mg,caja,2024,ene-25,0,0,enero
010.000.6074.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Etravirina 200 Mg,tableta,2024,ene-25,2,2,enero
010.000.5282.01,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Lamivudina 150 Mg,tableta,2024,ene-25,5,5,enero
010.000.4268.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,ene-25,1,1,enero
010.000.4271.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Lamivudina Solucion,suspension,2024,ene-25,7,4,enero
010.000.5286.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,ene-25,0,0,enero
010.000.5288.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,ene-25,0,0,enero
010.000.5276.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,ene-25,1,1,enero
010.000.5324.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Maraviroc 150 Mg,tableta,2024,ene-25,0,0,enero
010.000.5325.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Maraviroc 300 Mg,tableta,2024,ene-25,0,0,enero
010.000.5259.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Nevirapina Suspension,suspension,2024,ene-25,0,0,enero
010.000.5280.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Raltegravir 400 Mg,comprimidos,2024,ene-25,10,10,enero
010.000.5281.01,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Ritonavir 100 Mg (Tabletas),tabletas,2024,ene-25,12,6,enero
010.000.4277.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Tenofovir 300 Mg,capsulas,2024,ene-25,3,3,enero
010.000.5273.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Zidovudina Solucion,suspension,2024,ene-25,6,2,enero
010.000.6121.00,Veracruz,Capasits - Coatzacoalcos,25/01/2024 00:00,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,ene-25,0,0,enero
010.000.4371.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,16,16,enero
010.000.4272.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,Abacavir Solucion,ml,2024,ene-25,2,2,enero
010.000.4273.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,Abacavir Tableta,tableta,2024,ene-25,0,0,enero
010.000.6203.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,ene-25,1447,1444,enero
010.000.5862.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,Darunavir 150 Mg,comprimidos,2024,ene-25,0,0,enero
010.000.5860.01,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,Darunavir 400 Mg,tableta,2024,ene-25,0,0,enero
010.000.4289.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,Darunavir 600 Mg,tableta,2024,ene-25,2,2,enero
010.000.4289.01,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,Darunavir 600 Mg,tableta,2024,ene-25,9,9,enero
010.000.5861.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,Darunavir 75 Mg,comprimidos,2024,ene-25,0,0,enero
010.000.6098.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,ene-25,119,119,enero
010.000.6318.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,Dolutegravir 10 Mg,tableta,2024,ene-25,10,4,enero
010.000.6010.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,Dolutegravir 50 Mg,tableta,2024,ene-25,67,55,enero
010.000.6108.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,82,82,enero
010.000.7026.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,4,4,enero
010.000.7068.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,ene-25,7,3,enero
010.000.6320.00,Veracruz,Capasits - Poza Rica,25/01/2024 00:00,Doravirina 100 Mg,tableta,2024,ene-25,0,0,enero
010.000.6320.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Doravirina 100 Mg,tableta,2024,ene-25,1,1,enero
010.000.4370.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Efavirenz 600 Mg,tableta,2024,ene-25,0,0,enero
010.000.5640.01,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,ene-25,10,10,enero
010.000.6162.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,ene-25,1,1,enero
010.000.6163.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,ene-25,0,0,enero
010.000.4396.01,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,ene-25,106,106,enero
010.000.4269.01,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Enfuvirtida 108 Mg,caja,2024,ene-25,0,0,enero
010.000.6074.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Etravirina 200 Mg,tableta,2024,ene-25,5,5,enero
010.000.5282.01,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Lamivudina 150 Mg,tableta,2024,ene-25,0,0,enero
010.000.4268.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,ene-25,4,4,enero
010.000.4271.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Lamivudina Solucion,suspension,2024,ene-25,0,0,enero
010.000.5286.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,ene-25,0,0,enero
010.000.5288.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,ene-25,0,0,enero
010.000.5276.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,ene-25,0,0,enero
010.000.5324.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Maraviroc 150 Mg,tableta,2024,ene-25,2,2,enero
010.000.5325.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Maraviroc 300 Mg,tableta,2024,ene-25,0,0,enero
010.000.5259.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Nevirapina Suspension,suspension,2024,ene-25,0,0,enero
010.000.5280.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Raltegravir 400 Mg,comprimidos,2024,ene-25,2,2,enero
010.000.5281.01,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Ritonavir 100 Mg (Tabletas),tabletas,2024,ene-25,22,12,enero
010.000.4277.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Tenofovir 300 Mg,capsulas,2024,ene-25,4,4,enero
010.000.5273.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Zidovudina Solucion,suspension,2024,ene-25,0,0,enero
010.000.6121.00,Veracruz,Capasits - Rio Blanco,25/01/2024 00:00,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,ene-25,1,1,enero
010.000.4371.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,16,16,enero
010.000.4272.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,Abacavir Solucion,ml,2024,ene-25,1,1,enero
010.000.4273.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,Abacavir Tableta,tableta,2024,ene-25,8,8,enero
010.000.6203.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,ene-25,3277,3291,enero
010.000.5862.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,Darunavir 150 Mg,comprimidos,2024,ene-25,0,0,enero
010.000.5860.01,Veracruz,Capasits - Veracruz,25/01/2024 00:00,Darunavir 400 Mg,tableta,2024,ene-25,0,0,enero
010.000.4289.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,Darunavir 600 Mg,tableta,2024,ene-25,2,2,enero
010.000.4289.01,Veracruz,Capasits - Veracruz,25/01/2024 00:00,Darunavir 600 Mg,tableta,2024,ene-25,43,43,enero
010.000.5861.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,Darunavir 75 Mg,comprimidos,2024,ene-25,0,0,enero
010.000.6098.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,ene-25,202,202,enero
010.000.6318.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,Dolutegravir 10 Mg,tableta,2024,ene-25,0,0,enero
010.000.6010.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,Dolutegravir 50 Mg,tableta,2024,ene-25,184,180,enero
010.000.6108.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,60,60,enero
010.000.7026.00,Veracruz,Capasits - Veracruz,25/01/2024 00:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,ene-25,2,2,enero
010.000.7068.00,Veracruz,Capasits - Xalapa,25/01/2024 00:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,ene-25,0,0,enero
010.000.6320.00,Veracruz,Capasits - Xalapa,25/01/2024 00:00,Doravirina 100 Mg,tableta,2024,ene-25,0,0,enero
010.000.4370.00,Veracruz,Capasits - Xalapa,25/01/2024 00:00,Efavirenz 600 Mg,tableta,2024,ene-25,0,0,enero
010.000.5640.01,Veracruz,Capasits - Xalapa,25/01/2024 00:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,ene-25,42,42,enero
