clave_medicamento,establecimiento_salud,unidad_almacen,corte,nombre_medicamento,unidad_medida,corte_anio,corte_mes,consumo_arv_mensual,numero_pacientes,mes
010.000.6010.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Dolutegravir 50 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.6108.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.7026.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.7068.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,01/07/2025,0,0,julio
010.000.6320.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Doravirina 100 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4370.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Efavirenz 600 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5640.01,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,01/07/2025,0,0,julio
010.000.6162.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.6163.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,01/07/2025,0,0,julio
010.000.4396.01,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,01/07/2025,0,0,julio
010.000.4269.01,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Enfuvirtida 108 Mg,caja,2024,01/07/2025,0,0,julio
010.000.6074.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Etravirina 200 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5282.01,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Lamivudina 150 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4268.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.4271.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Lamivudina Solucion,suspension,2024,01/07/2025,0,0,julio
010.000.5286.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.5288.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,01/07/2025,0,0,julio
010.000.5276.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,01/07/2025,0,0,julio
010.000.5324.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Maraviroc 150 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5325.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Maraviroc 300 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5259.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Nevirapina Suspension,suspension,2024,01/07/2025,0,0,julio
010.000.5280.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Raltegravir 400 Mg,comprimidos,2024,01/07/2025,0,0,julio
010.000.5281.01,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Ritonavir 100 Mg (Tabletas),tabletas,2024,01/07/2025,0,0,julio
010.000.4277.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Tenofovir 300 Mg,capsulas,2024,01/07/2025,0,0,julio
010.000.5273.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Zidovudina Solucion,suspension,2024,01/07/2025,0,0,julio
010.000.6121.00,Zacatecas,Almacen  Estatal de Zacatecas,24/07/2024 23:00,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,01/07/2025,0,0,julio
010.000.4371.00,Yucatan,Capasits - Mérida,24/07/2024 23:00,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,01/07/2025,5,5,julio
010.000.4272.00,Yucatan,Capasits - Mérida,24/07/2024 23:00,Abacavir Solucion,ml,2024,01/07/2025,27,11,julio
010.000.4273.00,Yucatan,Capasits - Mérida,24/07/2024 23:00,Abacavir Tableta,tableta,2024,01/07/2025,2,2,julio
010.000.6203.00,Yucatan,Capasits - Mérida,24/07/2024 23:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,01/07/2025,2967,2967,julio
010.000.5862.00,Yucatan,Capasits - Mérida,24/07/2024 23:00,Darunavir 150 Mg,comprimidos,2024,01/07/2025,0,0,julio
010.000.5860.01,Yucatan,Capasits - Mérida,24/07/2024 23:00,Darunavir 400 Mg,tableta,2024,01/07/2025,1,1,julio
010.000.4289.00,Yucatan,Capasits - Mérida,24/07/2024 23:00,Darunavir 600 Mg,tableta,2024,01/07/2025,6,6,julio
010.000.4289.01,Yucatan,Capasits - Mérida,24/07/2024 23:00,Darunavir 600 Mg,tableta,2024,01/07/2025,17,17,julio
010.000.5861.00,Yucatan,Capasits - Mérida,24/07/2024 23:00,Darunavir 75 Mg,comprimidos,2024,01/07/2025,0,0,julio
010.000.6098.00,Yucatan,Capasits - Mérida,24/07/2024 23:00,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,01/07/2025,330,330,julio
010.000.6318.00,Yucatan,Capasits - Mérida,24/07/2024 23:00,Dolutegravir 10 Mg,tableta,2024,01/07/2025,22,11,julio
010.000.6108.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,01/07/2025,7,7,julio
010.000.7026.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.7068.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,01/07/2025,0,0,julio
010.000.6320.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Doravirina 100 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4370.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Efavirenz 600 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5640.01,Yucatan,Capasits - Valladolid,24/07/2024 23:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,01/07/2025,5,5,julio
010.000.6162.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.6163.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,01/07/2025,0,0,julio
010.000.4396.01,Yucatan,Capasits - Valladolid,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,01/07/2025,53,53,julio
010.000.4269.01,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Enfuvirtida 108 Mg,caja,2024,01/07/2025,0,0,julio
010.000.6074.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Etravirina 200 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5282.01,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Lamivudina 150 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4268.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,01/07/2025,1,1,julio
010.000.4271.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Lamivudina Solucion,suspension,2024,01/07/2025,0,0,julio
010.000.5286.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.5288.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,01/07/2025,0,0,julio
010.000.5276.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,01/07/2025,0,0,julio
010.000.5324.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Maraviroc 150 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5325.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Maraviroc 300 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5259.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Nevirapina Suspension,suspension,2024,01/07/2025,0,0,julio
010.000.5280.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Raltegravir 400 Mg,comprimidos,2024,01/07/2025,4,4,julio
010.000.5281.01,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Ritonavir 100 Mg (Tabletas),tabletas,2024,01/07/2025,0,0,julio
010.000.4277.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Tenofovir 300 Mg,capsulas,2024,01/07/2025,1,1,julio
010.000.5273.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Zidovudina Solucion,suspension,2024,01/07/2025,0,0,julio
010.000.6121.00,Yucatan,Capasits - Valladolid,24/07/2024 23:00,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,01/07/2025,0,0,julio
010.000.4371.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/07/2024 23:00,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,01/07/2025,1,1,julio
010.000.4272.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/07/2024 23:00,Abacavir Solucion,ml,2024,01/07/2025,0,0,julio
010.000.4273.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/07/2024 23:00,Abacavir Tableta,tableta,2024,01/07/2025,0,0,julio
010.000.6203.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/07/2024 23:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,01/07/2025,55,55,julio
010.000.5862.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/07/2024 23:00,Darunavir 150 Mg,comprimidos,2024,01/07/2025,0,0,julio
010.000.5860.01,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/07/2024 23:00,Darunavir 400 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4289.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/07/2024 23:00,Darunavir 600 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4289.01,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/07/2024 23:00,Darunavir 600 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5861.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/07/2024 23:00,Darunavir 75 Mg,comprimidos,2024,01/07/2025,0,0,julio
010.000.6203.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,01/07/2025,0,0,julio
010.000.5862.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Darunavir 150 Mg,comprimidos,2024,01/07/2025,0,0,julio
010.000.5860.01,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Darunavir 400 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4289.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Darunavir 600 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4289.01,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Darunavir 600 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5861.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Darunavir 75 Mg,comprimidos,2024,01/07/2025,0,0,julio
010.000.6098.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.6318.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Dolutegravir 10 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.6010.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Dolutegravir 50 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.6108.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.7026.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.7068.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,01/07/2025,0,0,julio
010.000.6320.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Doravirina 100 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4370.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Efavirenz 600 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5640.01,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,01/07/2025,0,0,julio
010.000.6162.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.6163.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,01/07/2025,0,0,julio
010.000.4396.01,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,01/07/2025,0,0,julio
010.000.4269.01,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Enfuvirtida 108 Mg,caja,2024,01/07/2025,0,0,julio
010.000.6074.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Etravirina 200 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5282.01,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Lamivudina 150 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4268.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.4271.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Lamivudina Solucion,suspension,2024,01/07/2025,0,0,julio
010.000.5286.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.5288.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,01/07/2025,0,0,julio
010.000.5276.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,01/07/2025,0,0,julio
010.000.5324.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Maraviroc 150 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5325.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Maraviroc 300 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.5259.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Nevirapina Suspension,suspension,2024,01/07/2025,0,0,julio
010.000.5280.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Raltegravir 400 Mg,comprimidos,2024,01/07/2025,0,0,julio
010.000.5281.01,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Ritonavir 100 Mg (Tabletas),tabletas,2024,01/07/2025,0,0,julio
010.000.4277.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Tenofovir 300 Mg,capsulas,2024,01/07/2025,0,0,julio
010.000.5273.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Zidovudina Solucion,suspension,2024,01/07/2025,0,0,julio
010.000.6121.00,Yucatan,Almacén Estatal Yucatán,24/07/2024 23:00,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,01/07/2025,0,0,julio
010.000.4371.00,Veracruz,Capasits - Coatzacoalcos,24/07/2024 23:00,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,01/07/2025,22,22,julio
010.000.4272.00,Veracruz,Capasits - Coatzacoalcos,24/07/2024 23:00,Abacavir Solucion,ml,2024,01/07/2025,10,5,julio
010.000.4272.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Abacavir Solucion,ml,2024,01/07/2025,4,3,julio
010.000.4273.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Abacavir Tableta,tableta,2024,01/07/2025,0,0,julio
010.000.6203.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,01/07/2025,1575,1572,julio
010.000.5862.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Darunavir 150 Mg,comprimidos,2024,01/07/2025,0,0,julio
010.000.5860.01,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Darunavir 400 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4289.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Darunavir 600 Mg,tableta,2024,01/07/2025,2,2,julio
010.000.4289.01,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Darunavir 600 Mg,tableta,2024,01/07/2025,7,7,julio
010.000.5861.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Darunavir 75 Mg,comprimidos,2024,01/07/2025,0,0,julio
010.000.6098.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,01/07/2025,130,130,julio
010.000.6318.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Dolutegravir 10 Mg,tableta,2024,01/07/2025,2,2,julio
010.000.6010.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Dolutegravir 50 Mg,tableta,2024,01/07/2025,77,64,julio
010.000.6108.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,01/07/2025,105,105,julio
010.000.7026.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,01/07/2025,5,5,julio
010.000.7068.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,01/07/2025,18,7,julio
010.000.6320.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Doravirina 100 Mg,tableta,2024,01/07/2025,0,0,julio
010.000.4370.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Efavirenz 600 Mg,tableta,2024,01/07/2025,3,3,julio
010.000.5640.01,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,01/07/2025,7,7,julio
010.000.6162.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,01/07/2025,0,0,julio
010.000.6163.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,01/07/2025,0,0,julio
010.000.4396.01,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,01/07/2025,165,165,julio
010.000.4269.01,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Enfuvirtida 108 Mg,caja,2024,01/07/2025,0,0,julio
010.000.6074.00,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Etravirina 200 Mg,tableta,2024,01/07/2025,3,3,julio
010.000.5282.01,Veracruz,Capasits - Poza Rica,24/07/2024 23:00,Lamivudina 150 Mg,tableta,2024,01/07/2025,0,0,julio
