clave_medicamento,establecimiento_salud,unidad_almacen,corte,nombre_medicamento,unidad_medida,corte_anio,corte_mes,consumo_arv_mensual,numero_pacientes,mes
010.000.5282.01,Zacatecas,Capasits - Fresnillo,24/09/2024 23:00,Lamivudina 150 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.4268.00,Zacatecas,Capasits - Fresnillo,24/09/2024 23:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.4271.00,Zacatecas,Capasits - Fresnillo,24/09/2024 23:00,Lamivudina Solucion,suspension,2024,sep-25,0,0,septiembre
010.000.5286.00,Zacatecas,Capasits - Fresnillo,24/09/2024 23:00,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.5288.00,Zacatecas,Capasits - Fresnillo,24/09/2024 23:00,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,sep-25,0,0,septiembre
010.000.5276.00,Zacatecas,Capasits - Fresnillo,24/09/2024 23:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,sep-25,0,0,septiembre
010.000.5324.00,Zacatecas,Capasits - Fresnillo,24/09/2024 23:00,Maraviroc 150 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5325.00,Zacatecas,Almacen  Estatal de Zacatecas,24/09/2024 23:00,Maraviroc 300 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5259.00,Zacatecas,Almacen  Estatal de Zacatecas,24/09/2024 23:00,Nevirapina Suspension,suspension,2024,sep-25,0,0,septiembre
010.000.5280.00,Zacatecas,Almacen  Estatal de Zacatecas,24/09/2024 23:00,Raltegravir 400 Mg,comprimidos,2024,sep-25,0,0,septiembre
010.000.5281.01,Zacatecas,Almacen  Estatal de Zacatecas,24/09/2024 23:00,Ritonavir 100 Mg (Tabletas),tabletas,2024,sep-25,0,0,septiembre
010.000.4277.00,Zacatecas,Almacen  Estatal de Zacatecas,24/09/2024 23:00,Tenofovir 300 Mg,capsulas,2024,sep-25,0,0,septiembre
010.000.5273.00,Zacatecas,Almacen  Estatal de Zacatecas,24/09/2024 23:00,Zidovudina Solucion,suspension,2024,sep-25,0,0,septiembre
010.000.6121.00,Zacatecas,Almacen  Estatal de Zacatecas,24/09/2024 23:00,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,sep-25,0,0,septiembre
010.000.4371.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,5,5,septiembre
010.000.4272.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Abacavir Solucion,ml,2024,sep-25,27,11,septiembre
010.000.4273.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Abacavir Tableta,tableta,2024,sep-25,3,3,septiembre
010.000.6203.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,sep-25,2965,2965,septiembre
010.000.5862.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Darunavir 150 Mg,comprimidos,2024,sep-25,0,0,septiembre
010.000.5860.01,Yucatan,Capasits - Mérida,24/09/2024 23:00,Darunavir 400 Mg,tableta,2024,sep-25,1,1,septiembre
010.000.4289.01,Yucatan,Capasits - Mérida,24/09/2024 23:00,Darunavir 600 Mg,tableta,2024,sep-25,17,17,septiembre
010.000.5861.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Darunavir 75 Mg,comprimidos,2024,sep-25,0,0,septiembre
010.000.6098.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,sep-25,324,324,septiembre
010.000.6318.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Dolutegravir 10 Mg,tableta,2024,sep-25,22,11,septiembre
010.000.6010.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Dolutegravir 50 Mg,tableta,2024,sep-25,118,90,septiembre
010.000.6108.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,568,568,septiembre
010.000.7026.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,36,36,septiembre
010.000.7068.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,sep-25,0,0,septiembre
010.000.6320.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Doravirina 100 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.4370.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Efavirenz 600 Mg,tableta,2024,sep-25,5,5,septiembre
010.000.5640.01,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,sep-25,56,56,septiembre
010.000.6162.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,sep-25,1,1,septiembre
010.000.6163.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,sep-25,0,0,septiembre
010.000.4396.01,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,sep-25,311,311,septiembre
010.000.4269.01,Yucatan,Capasits - Mérida,24/09/2024 23:00,Enfuvirtida 108 Mg,caja,2024,sep-25,0,0,septiembre
010.000.6074.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Etravirina 200 Mg,tableta,2024,sep-25,12,12,septiembre
010.000.5282.01,Yucatan,Capasits - Mérida,24/09/2024 23:00,Lamivudina 150 Mg,tableta,2024,sep-25,16,16,septiembre
010.000.4268.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,sep-25,13,13,septiembre
010.000.4271.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Lamivudina Solucion,suspension,2024,sep-25,32,15,septiembre
010.000.5286.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.5288.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,sep-25,15,15,septiembre
010.000.5276.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,sep-25,0,0,septiembre
010.000.5324.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Maraviroc 150 Mg,tableta,2024,sep-25,2,2,septiembre
010.000.5325.00,Yucatan,Capasits - Mérida,24/09/2024 23:00,Maraviroc 300 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5281.01,Yucatan,Capasits - Ticul,24/09/2024 23:00,Ritonavir 100 Mg (Tabletas),tabletas,2024,sep-25,0,0,septiembre
010.000.4277.00,Yucatan,Capasits - Ticul,24/09/2024 23:00,Tenofovir 300 Mg,capsulas,2024,sep-25,0,0,septiembre
010.000.5273.00,Yucatan,Capasits - Ticul,24/09/2024 23:00,Zidovudina Solucion,suspension,2024,sep-25,1,1,septiembre
010.000.6121.00,Yucatan,Capasits - Ticul,24/09/2024 23:00,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,sep-25,0,0,septiembre
010.000.4371.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.4272.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Abacavir Solucion,ml,2024,sep-25,0,0,septiembre
010.000.4273.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Abacavir Tableta,tableta,2024,sep-25,0,0,septiembre
010.000.6203.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,sep-25,406,400,septiembre
010.000.5862.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Darunavir 150 Mg,comprimidos,2024,sep-25,0,0,septiembre
010.000.5860.01,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Darunavir 400 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.4289.01,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Darunavir 600 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5861.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Darunavir 75 Mg,comprimidos,2024,sep-25,0,0,septiembre
010.000.6098.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,sep-25,38,38,septiembre
010.000.6318.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Dolutegravir 10 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.6010.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Dolutegravir 50 Mg,tableta,2024,sep-25,23,22,septiembre
010.000.6108.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,7,7,septiembre
010.000.7026.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,1,1,septiembre
010.000.7068.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,sep-25,0,0,septiembre
010.000.6320.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Doravirina 100 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.4370.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Efavirenz 600 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5640.01,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,sep-25,5,5,septiembre
010.000.6162.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.6163.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,sep-25,0,0,septiembre
010.000.4396.01,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,sep-25,52,52,septiembre
010.000.4269.01,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Enfuvirtida 108 Mg,caja,2024,sep-25,0,0,septiembre
010.000.6074.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Etravirina 200 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5282.01,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Lamivudina 150 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.4268.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,sep-25,1,1,septiembre
010.000.4271.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Lamivudina Solucion,suspension,2024,sep-25,0,0,septiembre
010.000.5286.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.5288.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,sep-25,0,0,septiembre
010.000.5276.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,sep-25,0,0,septiembre
010.000.5324.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Maraviroc 150 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5325.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Maraviroc 300 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5259.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Nevirapina Suspension,suspension,2024,sep-25,0,0,septiembre
010.000.5280.00,Yucatan,Capasits - Valladolid,24/09/2024 23:00,Raltegravir 400 Mg,comprimidos,2024,sep-25,4,4,septiembre
010.000.5276.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/09/2024 23:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,sep-25,0,0,septiembre
010.000.5324.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/09/2024 23:00,Maraviroc 150 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5325.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/09/2024 23:00,Maraviroc 300 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5259.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/09/2024 23:00,Nevirapina Suspension,suspension,2024,sep-25,0,0,septiembre
010.000.5280.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/09/2024 23:00,Raltegravir 400 Mg,comprimidos,2024,sep-25,0,0,septiembre
010.000.5281.01,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/09/2024 23:00,Ritonavir 100 Mg (Tabletas),tabletas,2024,sep-25,0,0,septiembre
010.000.4277.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/09/2024 23:00,Tenofovir 300 Mg,capsulas,2024,sep-25,0,0,septiembre
010.000.5273.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/09/2024 23:00,Zidovudina Solucion,suspension,2024,sep-25,0,0,septiembre
010.000.6121.00,Yucatan,Hospital Regional de Alta Especialidad de La Península de Yucatán,24/09/2024 23:00,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,sep-25,0,0,septiembre
010.000.4371.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.4272.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Abacavir Solucion,ml,2024,sep-25,0,0,septiembre
010.000.4273.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Abacavir Tableta,tableta,2024,sep-25,0,0,septiembre
010.000.6203.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,sep-25,0,0,septiembre
010.000.5862.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Darunavir 150 Mg,comprimidos,2024,sep-25,0,0,septiembre
010.000.5860.01,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Darunavir 400 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.4289.01,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Darunavir 600 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5861.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Darunavir 75 Mg,comprimidos,2024,sep-25,0,0,septiembre
010.000.6098.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.6318.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Dolutegravir 10 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.6010.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Dolutegravir 50 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.6108.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.7026.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.7068.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,sep-25,0,0,septiembre
010.000.6320.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Doravirina 100 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.4370.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Efavirenz 600 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5640.01,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,sep-25,0,0,septiembre
010.000.6162.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.6163.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,sep-25,0,0,septiembre
010.000.4396.01,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,sep-25,0,0,septiembre
010.000.4269.01,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Enfuvirtida 108 Mg,caja,2024,sep-25,0,0,septiembre
010.000.6074.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Etravirina 200 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5282.01,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Lamivudina 150 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.4268.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.4271.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,Lamivudina Solucion,suspension,2024,sep-25,0,0,septiembre
010.000.5286.00,Yucatan,Almacén Estatal Yucatán,24/09/2024 23:00,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.5288.00,Veracruz,Capasits - Coatzacoalcos,24/09/2024 23:00,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,sep-25,0,0,septiembre
010.000.5276.00,Veracruz,Capasits - Coatzacoalcos,24/09/2024 23:00,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,sep-25,0,0,septiembre
010.000.5324.00,Veracruz,Capasits - Coatzacoalcos,24/09/2024 23:00,Maraviroc 150 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5325.00,Veracruz,Capasits - Coatzacoalcos,24/09/2024 23:00,Maraviroc 300 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.5259.00,Veracruz,Capasits - Coatzacoalcos,24/09/2024 23:00,Nevirapina Suspension,suspension,2024,sep-25,0,0,septiembre
010.000.5280.00,Veracruz,Capasits - Coatzacoalcos,24/09/2024 23:00,Raltegravir 400 Mg,comprimidos,2024,sep-25,4,4,septiembre
010.000.5281.01,Veracruz,Capasits - Coatzacoalcos,24/09/2024 23:00,Ritonavir 100 Mg (Tabletas),tabletas,2024,sep-25,12,6,septiembre
010.000.4277.00,Veracruz,Capasits - Coatzacoalcos,24/09/2024 23:00,Tenofovir 300 Mg,capsulas,2024,sep-25,0,0,septiembre
010.000.5273.00,Veracruz,Capasits - Coatzacoalcos,24/09/2024 23:00,Zidovudina Solucion,suspension,2024,sep-25,4,2,septiembre
010.000.6121.00,Veracruz,Capasits - Coatzacoalcos,24/09/2024 23:00,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,sep-25,2,2,septiembre
010.000.4371.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,13,13,septiembre
010.000.4272.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Abacavir Solucion,ml,2024,sep-25,5,4,septiembre
010.000.4273.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Abacavir Tableta,tableta,2024,sep-25,0,0,septiembre
010.000.6203.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,sep-25,1601,1598,septiembre
010.000.5862.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Darunavir 150 Mg,comprimidos,2024,sep-25,0,0,septiembre
010.000.5860.01,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Darunavir 400 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.4289.01,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Darunavir 600 Mg,tableta,2024,sep-25,7,7,septiembre
010.000.5861.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Darunavir 75 Mg,comprimidos,2024,sep-25,0,0,septiembre
010.000.6098.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,sep-25,129,129,septiembre
010.000.6318.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Dolutegravir 10 Mg,tableta,2024,sep-25,3,3,septiembre
010.000.6010.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Dolutegravir 50 Mg,tableta,2024,sep-25,73,60,septiembre
010.000.6108.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,111,111,septiembre
010.000.7026.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,sep-25,7,7,septiembre
010.000.7068.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,sep-25,13,6,septiembre
010.000.6320.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Doravirina 100 Mg,tableta,2024,sep-25,0,0,septiembre
010.000.4370.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Efavirenz 600 Mg,tableta,2024,sep-25,2,2,septiembre
010.000.5640.01,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,sep-25,7,7,septiembre
010.000.6162.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,sep-25,0,0,septiembre
010.000.6163.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,sep-25,0,0,septiembre
010.000.4396.01,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,sep-25,159,159,septiembre
010.000.4269.01,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Enfuvirtida 108 Mg,caja,2024,sep-25,0,0,septiembre
010.000.6074.00,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Etravirina 200 Mg,tableta,2024,sep-25,3,3,septiembre
010.000.5282.01,Veracruz,Capasits - Poza Rica,24/09/2024 23:00,Lamivudina 150 Mg,tableta,2024,sep-25,1,1,septiembre
